Id,URI,Language,Name,Source_Url,Street1,City,StateTer,Zip,Phone/0,CFO_Agency,Fed_Branch,Contact_Url/0/Url,Contact_Url/0/Description,Contact_Url/0/Language,Contact_Url/1/Url,Contact_Url/1/Description,Contact_Url/1/Language,Contact_Url/2/Url,Contact_Url/2/Description,Contact_Url/2/Language,Contact_Url/3/Url,Contact_Url/3/Description,Contact_Url/3/Language,Contact_Url/4/Url,Contact_Url/4/Description,Contact_Url/4/Language,Contact_Url/5/Url,Contact_Url/5/Description,Contact_Url/5/Language,Contact_Url/6/Url,Contact_Url/6/Description,Contact_Url/6/Language,Web_Url/0/Url,Web_Url/0/Description,Web_Url/0/Language,In_Person_Url/0/Url,In_Person_Url/0/Description,In_Person_Url/0/Language,In_Person_Url/1/Url,In_Person_Url/1/Description,In_Person_Url/1/Language,In_Person_Url/2/Url,In_Person_Url/2/Description,In_Person_Url/2/Language,Description,Parent/Id,Parent/URI,Parent/Name,Child/0/Id,Child/0/URI,Child/0/Name,Child/1/Id,Child/1/URI,Child/1/Name,Child/2/Id,Child/2/URI,Child/2/Name,Alt_Language/0/Id,Alt_Language/0/URI,Alt_Language/0/Name,Alt_Language/0/Language,Tollfree/0,Email
49186,null/api/USAGovAPI/contacts.json/contact/49186,en,U.S. Court of Appeals for Veterans Claims,http://www.usa.gov/directory/federal/court-of-appeals-for-veterans-claims.shtml,"625 Indiana Avenue, NW",Washington,DC,20004-2950,(202) 501-5970</br>(202) 418-3453 (E-filing information),No,JUD,http://www.uscourts.cavc.gov/contact.php,Contact the U.S. Court of Appeals for Veterans Claims,en,,,,,,,,,,,,,,,,,,,http://www.uscourts.cavc.gov,U.S. Court of Appeals for Veterans Claims,en,,,,,,,,,,"Part of the judiciary, the Court of Appeals for Veterans Claims hears appeals of decisions made by the Board of Veterans Appeals. You must have a decision from the Board of Veterans Appeals to bring a case before this court.",,,,,,,,,,,,,,,,,,efiling@uscourts.cavc.gov (E-filing information)
49188,null/api/USAGovAPI/contacts.json/contact/49188,en,Court of Federal Claims,http://www.usa.gov/directory/federal/court-of-federal-claims.shtml,"717 Madison Place, NW",Washington,DC,20005-1806,(202) 357-6400,No,JUD,http://www.uscfc.uscourts.gov/sites/default/files/court_info/court_directory.pdf,Contact the Court of Federal Claims,en,,,,,,,,,,,,,,,,,,,http://www.uscfc.uscourts.gov/,Court of Federal Claims,en,http://www.uscfc.uscourts.gov/sites/default/files/court_info/courtdirectionhours.pdf,Directions and Hours,en,,,,,,,The U.S. Court of Federal Claims has jurisdiction over claims seeking money judgments against the United States. Appeals are to the U.S. Court of Appeals for the Federal Circuit.,,,,,,,,,,,,,,,,,,
49189,null/api/USAGovAPI/contacts.json/contact/49189,en,Court of International Trade,http://www.usa.gov/directory/federal/court-of-inter-trade.shtml,1 Federal Plaza,New York,NY,10278-0001,(212) 264-2800,No,JUD,http://www.cit.uscourts.gov/CourtDirectory.html,Contact the Court of International Trade,en,,,,,,,,,,,,,,,,,,,http://www.cit.uscourts.gov/,Court of International Trade,en,,,,,,,,,,The United States Court of International Trade resolves trade disputes by interpreting and applying customs and international trade laws.,,,,,,,,,,,,,,,,,,
49191,null/api/USAGovAPI/contacts.json/contact/49191,en,Court Services and Offender Supervision Agency for the District of Columbia,http://www.usa.gov/directory/federal/court-services-and-offender-supervision-agency-for-the-district-of-columbia.shtml,"633 Indiana Avenue, NW",Washington,DC,20004,(202) 220-5300,No,LEG,http://www.csosa.gov/about/contact.aspx,Contact the Court Services and Offender Supervision Agency for the District of Columbia,en,,,,,,,,,,,,,,,,,,,http://www.csosa.gov,Court Services and Offender Supervision Agency for the District of Columbia,en,,,,,,,,,,"The Court Services and Offender Supervision Agency provides supervision of adults on parole, probation, and supervised release in the District of Columbia.",,,,,,,,,,,,,,,,,,
49194,null/api/USAGovAPI/contacts.json/contact/49194,en,Defense Acquisition University,http://www.usa.gov/directory/federal/defense-acquisition-university.shtml,9820 Belvoir Rd,Fort Belvoir,VA,22060,(703)805-3459,,,http://www.dau.mil/aboutDAU/Pages/contactus.aspx,Contact the Defense Acquisition University Contact Page,en,,,,,,,,,,,,,,,,,,,http://www.dau.mil/,Defense Acquisition University,en,http://www.dau.mil/sites/locations/default.aspx,Locations,en,,,,,,,"The Defense Acuisition University provides ongoing technology, logistics and acquisitions training to military personnel.",49229,null/api/USAGovAPI/contacts.json/contact/49229,Department of Defense,,,,,,,,,,,,,,(866)568-6924,dauhelp@dau.mil
49195,null/api/USAGovAPI/contacts.json/contact/49195,en,Defense Advanced Research Projects Agency (DARPA),http://www.usa.gov/directory/federal/defense-advanced-research-projects-agency.shtml,675 North Randolph St,Arlington,VA,22203-2114,(703) 526-6630,,,http://www.darpa.mil/About/Contact/Address.aspx,Contact the Defense Advanced Research Projects Agency (DARPA),en,,,,,,,,,,,,,,,,,,,http://www.darpa.mil/,Defense Advanced Research Projects Agency (DARPA),en,,,,,,,,,,The Defense Advanced Research Projects Agency serves as the central research and development organization of the Department of Defense.,49229,null/api/USAGovAPI/contacts.json/contact/49229,Department of Defense,,,,,,,,,,,,,,,
49197,null/api/USAGovAPI/contacts.json/contact/49197,en,Defense Commissary Agency,http://www.usa.gov/directory/federal/defense-commissary-agency.shtml,1300 E Avenue,Fort Lee,VA,23801–1800,,No,EXEC,http://www.commissaries.com/contactdeca.cfm,Contact the Defense Commissary Agency,en,,,,,,,,,,,,,,,,,,,http://www.commissaries.com/,Defense Commissary Agency,en,http://www.commissaries.com/store_locator.cfm,Store Locator,en,,,,,,,The Defense Commissary Agency provides a worldwide netowrk of commissaries that sell groceries and household supplies at low cost to members of the Armed Services.,49229,null/api/USAGovAPI/contacts.json/contact/49229,Department of Defense,,,,,,,,,,,,,,,
49200,null/api/USAGovAPI/contacts.json/contact/49200,en,Defense Contract Audit Agency (DCAA),http://www.usa.gov/directory/federal/defense-contract-audit-agency.shtml,8725 John J. Kingman Road,Fort Belvoir,VA,22060,(703) 767-3265,,,,,,,,,,,,,,,,,,,,,,,,http://www.dcaa.mil/,Defense Contract Audit Agency (DCAA),en,,,,,,,,,,The Defense Contract Audit Agency provides all contract audit services for the Department of Defense. This agency also provides accounting and financial advice to all Department of Defense components involved in procurement and contract administration.,49229,null/api/USAGovAPI/contacts.json/contact/49229,Department of Defense,,,,,,,,,,,,,,,dcaaweb@dcaa.mil
49202,null/api/USAGovAPI/contacts.json/contact/49202,en,Defense Contract Management Agency,http://www.usa.gov/directory/federal/defense-contract-management-agency.shtml,6350 Walker Lane,Alexandria,VA,22310-3241,703-428-1700,,,http://www.dcma.mil/contact_us.cfm,Contact the Defense Contract Management Agency,en,,,,,,,,,,,,,,,,,,,http://www.dcma.mil/,Defense Contract Management Agency,en,,,,,,,,,,"The Defense Contract Management Agency is responsible for contract management for the Department of Defense, the National Aeronautics and Space Administration, and several other federal, state, foreign and international goverments and agencies. Its goal is to ensure contracts are fulfilled on time and at the correct cost.",49229,null/api/USAGovAPI/contacts.json/contact/49229,Department of Defense,,,,,,,,,,,,,,,
49206,null/api/USAGovAPI/contacts.json/contact/49206,en,Defense Field Activities,http://www.usa.gov/directory/federal/defense-field-activities.shtml,,,AK,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.defenselink.mil/pubs/almanac/,Defense Field Activities,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49209,null/api/USAGovAPI/contacts.json/contact/49209,en,Defense Information Systems Agency (DISA),http://www.usa.gov/directory/federal/defense-information-systems-agency.shtml,P.O. Box 4502,Arlington,VA,22204-4502,(703)607-6900,,,http://www.disa.mil/contact/,Contact the Defense Information Systems Agency (DISA),en,,,,,,,,,,,,,,,,,,,http://www.disa.mil/,Defense Information Systems Agency (DISA),en,,,,,,,,,,"The Defense Information Systems Agency provides a global infrastructure for information sharing and communication across the Department of Defense, from the President on down.",49229,null/api/USAGovAPI/contacts.json/contact/49229,Department of Defense,,,,,,,,,,,,,,,
49211,null/api/USAGovAPI/contacts.json/contact/49211,en,Defense Intelligence Agency (DIA),http://www.usa.gov/directory/federal/defense-intelligence-agency.shtml,The Pentagon,Washington,DC,20340-5100,202-231-5554,,,http://www.dia.mil/About/FAQs.aspx,Contact the Defense Intelligence Agency (DIA),en,,,,,,,,,,,,,,,,,,,http://www.dia.mil,Defense Intelligence Agency (DIA),en,,,,,,,,,,"The Defense Intelligence Agency provides defense intelligence to ""provide a decision advantage to warfighters, planners, and policy makers.""",49229,null/api/USAGovAPI/contacts.json/contact/49229,Department of Defense,49429,null/api/USAGovAPI/contacts.json/contact/49429,National Intelligence University,,,,,,,,,,,,DIA-PAO@dodiis.mil
49213,null/api/USAGovAPI/contacts.json/contact/49213,en,Defense Legal Services Agency,http://www.usa.gov/directory/federal/defense-legal-services-agency.shtml,The Pentagon,Washington,DC,20301-1600,(703)695-3341,,,,,,,,,,,,,,,,,,,,,,,,http://www.defenselink.mil/dodgc/,Defense Legal Services Agency,en,,,,,,,,,,"The Defense Legal Services Agency, under the leadership of the Department of Defense's General Counsel, provides legal advice and services to various components of the Department of Defense. It also administers programs governing military satndards of conduct.",49229,null/api/USAGovAPI/contacts.json/contact/49229,Department of Defense,,,,,,,,,,,,,,(866)231-3153,dohastatus@osdgc.osd.mil
49217,null/api/USAGovAPI/contacts.json/contact/49217,en,Defense Security Cooperation Agency (DSCA),http://www.usa.gov/directory/federal/defense-security-cooperation-agency.shtml,2800 Defense Pentagon,Wasington,DC,20301-2800,(703) 601-3670,,,http://www.dsca.mil/about-us/contact-us,Contact the Defense Security Cooperation Agency (DSCA),en,,,,,,,,,,,,,,,,,,,http://www.dsca.mil/,Defense Security Cooperation Agency (DSCA),en,,,,,,,,,,"The Defense Security Cooperation Agency works to improve the security capabilities of the United States' international allies and partners. As a part of that goal, the Defense Security Cooperation Agency also provides humanitarian aid during crises.",49229,null/api/USAGovAPI/contacts.json/contact/49229,Department of Defense,,,,,,,,,,,,,,,lpa-web@dcsa.mil
49219,null/api/USAGovAPI/contacts.json/contact/49219,en,Defense Security Service (DSS),http://www.usa.gov/directory/federal/defense-security-service.shtml,10430 Furnace Rd,Lorton,VA,22079,,,,http://www.dss.mil/about_dss/contact_dss/contact_dss.html,Contact the Defense Security Service (DSS),en,,,,,,,,,,,,,,,,,,,http://www.dss.mil/,Defense Security Service (DSS),en,,,,,,,,,,The Defense Security Service provides security for the Department of Defense and a number of other federal agencies. This includes providing industrial security oversight and assistance for contractor facilities.,49229,null/api/USAGovAPI/contacts.json/contact/49229,Department of Defense,,,,,,,,,,,,,,(888) 282-7682,call.center@dsshelp.org
49221,null/api/USAGovAPI/contacts.json/contact/49221,en,Defense Technical Information Center,http://www.usa.gov/directory/federal/defense-technical-information-center.shtml,8725 John J Kingman Rd,Ft Belvoir,VA,22060-6218,(703) 767-8274,,,http://www.dtic.mil/dtic/contactus/,Contact the Defense Technical Information Center,en,http://www.dtic.mil/dtic/contactus/email.html,Email Directory,en,,,,,,,,,,,,,,,,http://www.dtic.mil,Defense Technical Information Center,en,http://www.dtic.mil/dtic/contactus/directions.html,Directions,en,,,,,,,"The Defense Technical Information Center serves the Department of Defense as a repository of government funded scientific, technical, engineering and business related inormation.",49229,null/api/USAGovAPI/contacts.json/contact/49229,Department of Defense,,,,,,,,,,,,,,(800) 225-3842,dtic-online@dtic.mil
49223,null/api/USAGovAPI/contacts.json/contact/49223,en,Defense Threat Reduction Agency (DTRA),http://www.usa.gov/directory/federal/defense-threat-reduction-agency.shtml,8725 John J Kingman Rd,Ft Belvoir,VA,22060-6201,(703) 767-5870,,,http://www.dtra.mil/Info/ContactHome.aspx,Contact the Defense Threat Reduction Agency (DTRA),en,,,,,,,,,,,,,,,,,,,http://www.dtra.mil/,Defense Threat Reduction Agency (DTRA),en,,,,,,,,,,The Defense Threat Reduction Agency is a combat support agency whose goal is to reduce the threat posed by weapons of mass destruction.,49229,null/api/USAGovAPI/contacts.json/contact/49229,Department of Defense,,,,,,,,,,,,,,(800) 701-5096,dtra.publicaffairs@dtra.mil
49225,null/api/USAGovAPI/contacts.json/contact/49225,en,Delaware River Basin Commission,http://www.usa.gov/directory/federal/delaware-river-basin-commission.shtml,25 State Police Dr,West Trenton,NJ,08628-0360,(609) 883-9500,,,http://www.nj.gov/drbc/contact/,Contact the Delaware River Basin Commission Contact the Delaware River Basin Commission,en,http://www.nj.gov/drbc/about/staff/index.html,Staff Directory,en,,,,,,,,,,,,,,,,http://www.state.nj.us/drbc/drbc.htm,Delaware River Basin Commission,en,http://www.nj.gov/drbc/contact/directions/,Directions,en,,,,,,,"In 1961, the federal government and the governments of Delaware, New Jersey, Pennsylvania, and New York, entered into an agreement that created the Delaware River Basin Commission. The Commission has the independent legal authority to oversee and manage the Delaware River Basin.",,,,,,,,,,,,,,,,,,
49227,null/api/USAGovAPI/contacts.json/contact/49227,en,Denali Commission,http://www.usa.gov/directory/federal/denali-commission.shtml,510 L St,Anchorage,AK,99501,(907) 271-1414,,,http://denali.gov/contact,Contact the Denali Commission,en,http://denali.gov/about-us#staff,Staff Directory,en,,,,,,,,,,,,,,,,http://www.denali.gov/,Denali Commission,en,,,,,,,,,,"The Denali Commission is an independent federal agency designed to provide critical utilities, infrastructure, and economic support throughout Alaska.",,,,,,,,,,,,,,,,,(888) 480-4321,
49229,null/api/USAGovAPI/contacts.json/contact/49229,en,Department of Defense,http://www.usa.gov/directory/federal/department-of-defense.shtml,1400 Defense Pentagon,Washington,DC,20301-1400,1-703-571-3343,Yes,EXEC,http://www.defense.gov/landing/comment.aspx,Contact the Department of Defense,en,,,,,,,,,,,,,,,,,,,http://www.defense.gov/,Department of Defense,en,https://kb.defense.gov/app/answers/detail/a_id/344/session/L3RpbWUvMTMzNzYyOTg2Ni9zaWQvdjlESHRIWWs%3D,Locate a Member of the U.S. Armed Forces,en,http://www.militaryinstallations.dod.mil,Find Military Installations,en,,,,"The Department of Defense provides the military forces needed to deter war, and to protect the security of the United States.",49743,null/api/USAGovAPI/contacts.json/contact/49743,White House,49080,null/api/USAGovAPI/contacts.json/contact/49080,U.S. Air Force,49096,null/api/USAGovAPI/contacts.json/contact/49096,U.S. Army,49101,null/api/USAGovAPI/contacts.json/contact/49101,U.S. Fleet Forces Command,50074,null/api/USAGovAPI/contacts.json/contact/50074,Departamento de Defensa &ndash, DOD,es,
49235,null/api/USAGovAPI/contacts.json/contact/49235,en,Domestic Policy Council,http://www.usa.gov/directory/federal/domestic-policy-council.shtml,The White House,Washington,DC,20500,(202) 456-1111</br>(202) 456-1414 (White House Switchboard),,,http://www.whitehouse.gov/contact/,Contact the Domestic Policy Council,en,,,,,,,,,,,,,,,,,,,http://www.whitehouse.gov/dpc/index.html,Domestic Policy Council,en,,,,,,,,,,The Domestic Policy Council works in the White House to coordinate the process of making domestic policy and to advise the president.,49743,null/api/USAGovAPI/contacts.json/contact/49743,White House,49481,null/api/USAGovAPI/contacts.json/contact/49481,National AIDS Policy Office,,,,,,,,,,,,
49237,null/api/USAGovAPI/contacts.json/contact/49237,en,"Economic, Business and Agricultural Affairs",http://www.usa.gov/directory/federal/economic-business-and-agricultural-affairs.shtml,,,AK,,,,,http://contact-us.state.gov/cgi-bin/state.cfg/php/enduser/std_alp.php,"Contact the Economic, Business and Agricultural Affairs",en,,,,,,,,,,,,,,,,,,,http://www.state.gov/e/,"Economic, Business and Agricultural Affairs",en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49238,null/api/USAGovAPI/contacts.json/contact/49238,en,Economic Adjustment Office,http://www.usa.gov/directory/federal/economic-adjustment-office.shtml,2231 Crystal Dr,Arlington,VA,22202,703-697-2130,,,http://www.oea.gov/index.php/about-us/contact-us,Contact the Economic Adjustment Office Contact the Office of Economic Adjustment,en,,,,,,,,,,,,,,,,,,,http://www.oea.gov,Economic Adjustment Office,en,,,,,,,,,,"The Office of Economic Adjustment helps state and local communities adjust to major changes in local Department of Defense activity (for example, a base closure).",49229,null/api/USAGovAPI/contacts.json/contact/49229,Department of Defense,,,,,,,,,,,,,,,
49240,null/api/USAGovAPI/contacts.json/contact/49240,en,Economic Development Administration (EDA),http://www.usa.gov/directory/federal/economic-development-administration.shtml,"1401 Constitution Avenue, NW",Washington,DC,20230,202-482-2900,,,http://www.eda.gov/contact/,Contact the Economic Development Administration (EDA),en,,,,,,,,,,,,,,,,,,,http://www.eda.gov/,Economic Development Administration (EDA),en,,,,,,,,,,"The Economic Development Administration provides grants to economically distressed communities to generate new employment, and stimulate industrial and commercial growth.",52668,null/api/USAGovAPI/contacts.json/contact/52668,U.S. Department of Commerce (DOC),,,,,,,,,,,,,,,
49242,null/api/USAGovAPI/contacts.json/contact/49242,en,Economic Research Service,http://www.usa.gov/directory/federal/economic-research-service.shtml,355 E St SW,Washington,DC,20024-3221,,,,http://www.ers.usda.gov/contact-us.aspx,Contact the Economic Research Service Contact the Economic Research Service,en,http://www.ers.usda.gov/subject-specialists.aspx,Directory of Subject Specialists,en,,,,,,,,,,,,,,,,http://www.ers.usda.gov/,Economic Research Service,en,,,,,,,,,,"The Economic Research Service provides the Department of Agriculture and the public economic information and research on food, agriculture, the environment and rural development.",49015,null/api/USAGovAPI/contacts.json/contact/49015,U.S. Department of Agriculture (USDA),,,,,,,,,,,,,,,
49243,null/api/USAGovAPI/contacts.json/contact/49243,en,Economics and Statistics Administration,http://www.usa.gov/directory/federal/economics-&-statistics-administration.shtml,1401 Constitution Ave NW,Washington,DC,20230,(202) 482-6607      ,,,http://www.esa.doc.gov/contact-us,Contact the Economics and Statistics Administration,en,,,,,,,,,,,,,,,,,,,http://www.esa.doc.gov/,Economics and Statistics Administration,en,,,,,,,,,,"The Economics and Statistics Administration provides economic analysis, distributes national economic indicators, and oversees the Census Bureau.",52668,null/api/USAGovAPI/contacts.json/contact/52668,U.S. Department of Commerce (DOC),,,,,,,,,,,,,,,ESAwebmaster@doc.gov
49250,null/api/USAGovAPI/contacts.json/contact/49250,en,Endangered Species Program,http://www.usa.gov/directory/federal/endangered-species-committee.shtml,4401 N. Fairfax Dr,Arlington,VA,22203,,,,http://www.fws.gov/endangered/regions/index.html#head,Contact the Endangered Species Program,en,,,,,,,,,,,,,,,,,,,http://endangered.fws.gov/,Endangered Species Program,en,http://www.fws.gov/endangered/regions/index.html,Regional Offices,en,,,,,,,"The Endangered Species Program, run by the U.S. Fish and Wildlife Service, administers the Endangered Species Act. Working with a variety of partners, the program aims to enable the recovery of species on the Endangered Species List and to prevent more species from being added to the list through proactive conservation efforts.",48057,null/api/USAGovAPI/contacts.json/contact/48057,Fish and Wildlife Service (FWS),,,,,,,,,,,,,,,
49255,null/api/USAGovAPI/contacts.json/contact/49255,en,Energy Information Administration,http://www.usa.gov/directory/federal/energy-information-administration.shtml,1000 Independence Ave SW,Washington,DC,20585,(202) 586-8800,,,http://www.eia.gov/about/contact/,Contact the Energy Information Administration Contact the Energy Information Administration,en,,,,,,,,,,,,,,,,,,,http://www.eia.doe.gov/,Energy Information Administration,en,,,,,,,,,,"The Energy Information Administration researches, collects and disseminates information on a vast array of energy topics.",49019,null/api/USAGovAPI/contacts.json/contact/49019,Department of Energy (DOE),,,,,,,,,,,,,,,InfoCtr@eia.gov
49256,null/api/USAGovAPI/contacts.json/contact/49256,en,English Language Acquisition Office,http://www.usa.gov/directory/federal/english-language-acquisition-office.shtml,,,AK,,,,,http://www2.ed.gov/about/contacts/gen/index.html?src=ln,Contact the English Language Acquisition Office Contact the Department of Education,en,,,,,,,,,,,,,,,,,,,http://www.ed.gov/oela,English Language Acquisition Office,en,,,,,,,,,,"Part of the Department of Education, the English Language Acquisition Office supports programs for English learners.",49018,null/api/USAGovAPI/contacts.json/contact/49018,Department of Education (ED),,,,,,,,,,,,,,,
49259,null/api/USAGovAPI/contacts.json/contact/49259,en,Environmental Management (Energy Department),http://www.usa.gov/directory/federal/environmental-management.shtml,,,AK,,(202) 287-5591,,,http://www.energy.gov/contact/index.htm,Contact the Environmental Management (Energy Department),en,,,,,,,,,,,,,,,,,,,http://www.em.doe.gov/,Environmental Management (Energy Department),en,http://www.em.doe.gov/Pages/siteslocations.aspx,Cleanup Project Sites,en,,,,,,,The Environmental Management Office is tasked with cleaning up sites associated with nuclear weapons testing and government sponsored nuclear energy research.,49019,null/api/USAGovAPI/contacts.json/contact/49019,Department of Energy (DOE),,,,,,,,,,,,,,,
49261,null/api/USAGovAPI/contacts.json/contact/49261,en,European Command,http://www.usa.gov/directory/federal/european-command.shtml,,,AK,,49-711-680-113,,,http://www.eucom.mil/forms/contact-us,Contact the European Command,en,,,,,,,,,,,,,,,,,,,http://www.eucom.mil,European Command,en,,,,,,,,,,"The U.S. European Command works with partner nations to address regional issues, and keep the peace in Europe, parts of the Middle East, and Eurasia.",49726,null/api/USAGovAPI/contacts.json/contact/49726,Unified Combatant Commands (Defense Department),,,,,,,,,,,,,,,
49263,null/api/USAGovAPI/contacts.json/contact/49263,en,Executive Office for Immigration Review,http://www.usa.gov/directory/federal/executive-office-for-immigration-review.shtml,Office of Legislative and Public Affairs,Falls Church,VA,22041,(703) 305-0289,,,http://www.usdoj.gov/eoir/contact.htm,Contact the Executive Office for Immigration Review,en,,,,,,,,,,,,,,,,,,,http://www.usdoj.gov/eoir/,Executive Office for Immigration Review,en,http://www.justice.gov/eoir/sibpages/ICadr.htm,Find Local Immigration Courts,en,,,,,,,"The Executive Office for Immigration review administers the immigration court system, which decides whether an individual charged with violating immigration law should be allowed to stay in the country or not.",52686,null/api/USAGovAPI/contacts.json/contact/52686,Department of Justice (DOJ),,,,,,,,,,,,,,,
49266,null/api/USAGovAPI/contacts.json/contact/49266,en,Office of Elementary and Secondary Education (OESE),http://www.usa.gov/directory/federal/office-of-elementary-and-secondary-education.shtml,400 Maryland Ave SW,Washington,DC,20202,(202) 401-0113,,,http://www2.ed.gov/about/offices/list/oese/contacts.html,Contact the Office of Elementary and Secondary Education (OESE) Contact Elementary and Secondary Education Office,en,http://www2.ed.gov/about/contacts/gen/index.html?src=ln,Contact the Department of Education,en,,,,,,,,,,,,,,,,http://www.ed.gov/oese,Office of Elementary and Secondary Education (OESE),en,,,,,,,,,,"A part of the Department of Education, the Office of Elementary and Secondary Education works to bolster the achievement of students in preschool through secondary school. The office also works to ensure equal education opportunities for all, and to provide assistance to state and local schools.",49018,null/api/USAGovAPI/contacts.json/contact/49018,Department of Education (ED),,,,,,,,,,,,,,,oese@ed.gov
49267,null/api/USAGovAPI/contacts.json/contact/49267,en,Fair Housing and Equal Opportunity (FHEO),http://www.usa.gov/directory/federal/fair-housing-and-equal-opportunity.shtml,,,AK,,,,,http://portal.hud.gov/hudportal/HUD?src=/program_offices/fair_housing_equal_opp/fheodir,Contact the Fair Housing and Equal Opportunity (FHEO),en,http://portal.hud.gov/hudportal/HUD?src=/program_offices/fair_housing_equal_opp/online-complaint,File a Housing Discrimination Complaint,en,,,,,,,,,,,,,,,,http://www.hud.gov/offices/fheo/index.cfm,Fair Housing and Equal Opportunity (FHEO),en,,,,,,,,,,The Office of Fair Housing and Equal Opportunity enforces federal laws and establishes policies to ensure that all Americans have equal access to the housing of their choice.,49023,null/api/USAGovAPI/contacts.json/contact/49023,Department of Housing and Urban Development (HUD),,,,,,,,,,50228,null/api/USAGovAPI/contacts.json/contact/50228,Oficina de Equidad de Vivienda e Igualdad de Oportunidades,es,(800) 669-9777,fheo_webmanager@hud.gov
49272,null/api/USAGovAPI/contacts.json/contact/49272,en,Farm Service Agency,http://www.usa.gov/directory/federal/farm-service-agency.shtml,1400 Independence Ave SW,Washington,DC,20250-0506,,,,http://www.fsa.usda.gov/FSA/webapp?area=contact&subject=landing&topic=landing,Contact the Farm Service Agency,en,,,,,,,,,,,,,,,,,,,http://www.fsa.usda.gov,Farm Service Agency,en,http://offices.sc.egov.usda.gov/locator/app?state=us&agency=fsa,Find the Farm Service Agency Office Near You,en,,,,,,,"The Farm Service Agency aims to support farms and farming communities through a variety of programs including disaster relief, conservation programs, commodity price guarantee programs, and loan programs.",49015,null/api/USAGovAPI/contacts.json/contact/49015,U.S. Department of Agriculture (USDA),,,,,,,,,,,,,,,
49275,null/api/USAGovAPI/contacts.json/contact/49275,en,Federal Accounting Standards Advisory Board,http://www.usa.gov/directory/federal/federal-accounting-standards-advisory-board.shtml,441 G St NW,Washington,DC,20548,(202) 512-7350,,,http://www.fasab.gov/about/contact-information/,Contact the Federal Accounting Standards Advisory Board,en,http://www.fasab.gov/pdffiles/staff_contact_info.pdf,Staff Directory (pdf),en,,,,,,,,,,,,,,,,http://www.fasab.gov/,Federal Accounting Standards Advisory Board,en,,,,,,,,,,The Federal Accounting Standards Advisory Board aims to improve government accountability by issuing federal financial accounting and reporting standards that conform to industry best practices.,,,,,,,,,,,,,,,,,,fasab@fasab.gov
49278,null/api/USAGovAPI/contacts.json/contact/49278,en,Federal Bureau of Investigation (FBI),http://www.usa.gov/directory/federal/federal-bureau-of-investigation.shtml,"935 Pennsylvania Avenue, NW",Washington,DC,20535-0001,1-202-324-3000,No,EXEC,http://www.fbi.gov/contactus.htm,Contact the Federal Bureau of Investigation (FBI),en,https://tips.fbi.gov/,Submit a Tip,en,,,,,,,,,,,,,,,,http://www.fbi.gov/,Federal Bureau of Investigation (FBI),en,http://www.fbi.gov/contact-us/field,Find an FBI Office Near You,en,http://www.fbi.gov/contact-us/legat/legal_offices/,International FBI Offices,en,,,,"The Federal Bureau of Investigation enforces federal law, investigating a variety of criminal activity including terrorism, cybercrime, white collar crimes, public corruption, civil rights violations, and other major crimes. </br></br><i>In an emergency dial 911!</i>",52686,null/api/USAGovAPI/contacts.json/contact/52686,Department of Justice (DOJ),,,,,,,,,,,,,,1-800-CALLFBI (1-800-225-5324),
49281,null/api/USAGovAPI/contacts.json/contact/49281,en,Federal Consulting Group,http://www.usa.gov/directory/federal/federal-consulting-group.shtml,1849 C St NW,Washington,DC,20240-0001,(202) 513-7687,,,http://www.fcg.gov/contacts.asp,Contact the Federal Consulting Group,en,,,,,,,,,,,,,,,,,,,http://www.fcg.gov,Federal Consulting Group,en,,,,,,,,,,"The Federal Consulting Group offers consulting, executive coaching, and performance and customer satisfaction measuring services to federal agencies. ",49033,null/api/USAGovAPI/contacts.json/contact/49033,Department of the Interior (DOI),,,,,,,,,,,,,,,FCG@nbc.gov
49288,null/api/USAGovAPI/contacts.json/contact/49288,en,Federal Executive Boards,http://www.usa.gov/directory/federal/federal-executive-boards.shtml,Theodore Roosevelt Building,Washington,DC,20415,,,,http://www.feb.gov/contact.asp,Contact the Federal Executive Boards,en,,,,,,,,,,,,,,,,,,,http://www.feb.gov/,Federal Executive Boards,en,,,,,,,,,,"Federal Executive Boards operate in 28 US cities and provide a forum for collaboration and information exchange between federal field agencies. In this way, field agencies may share best best practices and lessons learned, or may coordinate efforts when different agencies adopt programs with similar goals.",48112,null/api/USAGovAPI/contacts.json/contact/48112,Office of Personnel Management (OPM),,,,,,,,,,,,,,,febinfo@opm.gov
49290,null/api/USAGovAPI/contacts.json/contact/49290,en,Federal Financial Institutions Examination Council,http://www.usa.gov/directory/federal/federal-financial-institutions-examination-council.shtml,,,AK,,,,,http://www.ffiec.gov/contact/default.aspx,Contact the Federal Financial Institutions Examination Council,en,,,,,,,,,,,,,,,,,,,http://www.ffiec.gov/,Federal Financial Institutions Examination Council,en,,,,,,,,,,The Federal Financial Institutions Examination Council is an interagency body that seeks to standardize the oversight criteria and methods of the various financial regulatory bodies.,,,,,,,,,,,,,,,,,,
